  0.154997091791492281E+01  0.181190005106654728E+00  0.936390042349901780E-01  0.100000000000000000E+01  0.107385697817061820E+01
  0.154993968915848868E+01  0.181187143832077735E+00  0.936347957983775930E-01  0.100000000000000000E+01  0.107389974042225855E+01
  0.154990846049520758E+01  0.181184071105937067E+00  0.936302767910973527E-01  0.100000000000000000E+01  0.107394570787081522E+01
  0.154987723183333492E+01  0.181180998130773097E+00  0.936257578716179206E-01  0.100000000000000000E+01  0.107399172572814305E+01
  0.154984600317287691E+01  0.181177924897030856E+00  0.936212390266399630E-01  0.100000000000000000E+01  0.107403779420787227E+01
  0.154981477451383554E+01  0.181174851404181270E+00  0.936167202561414141E-01  0.100000000000000000E+01  0.107408391338877851E+01
  0.154978354585621281E+01  0.181171777651694149E+00  0.936122015600994867E-01  0.100000000000000000E+01  0.107413008334983195E+01
  0.154975231720001094E+01  0.181168703639037310E+00  0.936076829384912823E-01  0.100000000000000000E+01  0.107417630417013799E+01
  0.154972108854523216E+01  0.181165629365677733E+00  0.936031643912940692E-01  0.100000000000000000E+01  0.107422257592896275E+01
  0.154968985989187846E+01  0.181162554831080680E+00  0.935986459184848935E-01  0.100000000000000000E+01  0.107426889870573361E+01
  0.154965863123995207E+01  0.181159480034710385E+00  0.935941275200408013E-01  0.100000000000000000E+01  0.107431527258002490E+01
  0.154962740258945519E+01  0.181156404976029611E+00  0.935896091959389498E-01  0.100000000000000000E+01  0.107436169763157041E+01
  0.154959617394038984E+01  0.181153329654499623E+00  0.935850909461562047E-01  0.100000000000000000E+01  0.107440817394026267E+01
  0.154956494529275801E+01  0.181150254069580546E+00  0.935805727706694596E-01  0.100000000000000000E+01  0.107445470158615097E+01
  0.154953371664656192E+01  0.181147178220731259E+00  0.935760546694558992E-01  0.100000000000000000E+01  0.107450128064944495E+01
  0.154950248800180379E+01  0.181144102107408778E+00  0.935715366424921674E-01  0.100000000000000000E+01  0.107454791121050275E+01
  0.154947125935848584E+01  0.181141025729069260E+00  0.935670186897551853E-01  0.100000000000000000E+01  0.107459459334985108E+01
  0.154944003071661007E+01  0.181137949085167366E+00  0.935625008112218604E-01  0.100000000000000000E+01  0.107464132714817495E+01
  0.154940880207617870E+01  0.181134872175156253E+00  0.935579830068688917E-01  0.100000000000000000E+01  0.107468811268630660E+01
  0.154937757343719396E+01  0.181131794998487777E+00  0.935534652766729091E-01  0.100000000000000000E+01  0.107473495004524500E+01
  0.154934634479965805E+01  0.181128717554612323E+00  0.935489476206106813E-01  0.100000000000000000E+01  0.107478183930616145E+01
  0.154931511616357298E+01  0.181125639842979219E+00  0.935444300386589489E-01  0.100000000000000000E+01  0.107482878055036379E+01
  0.154928388752894097E+01  0.181122561863036047E+00  0.935399125307942725E-01  0.100000000000000000E+01  0.107487577385934618E+01
  0.154925265889576425E+01  0.181119483614229110E+00  0.935353950969932402E-01  0.100000000000000000E+01  0.107492281931473621E+01
  0.154922143026404502E+01  0.181116405096003380E+00  0.935308777372323152E-01  0.100000000000000000E+01  0.107496991699834088E+01
  0.154919020163378551E+01  0.181113326307802192E+00  0.935263604514880720E-01  0.100000000000000000E+01  0.107501706699212596E+01
  0.154915897300498773E+01  0.181110247249067907E+00  0.935218432397370014E-01  0.100000000000000000E+01  0.107506426937821686E+01
  0.154912774437765388E+01  0.181107167919241141E+00  0.935173261019555252E-01  0.100000000000000000E+01  0.107511152423890688E+01
  0.154909651575178642E+01  0.181104088317761147E+00  0.935128090381199401E-01  0.100000000000000000E+01  0.107515883165663695E+01
  0.154906528712738734E+01  0.181101008444065875E+00  0.935082920482067231E-01  0.100000000000000000E+01  0.107520619171402743E+01
  0.154903405850445886E+01  0.181097928297591609E+00  0.935037751321920324E-01  0.100000000000000000E+01  0.107525360449385299E+01
  0.154900282988300320E+01  0.181094847877773552E+00  0.934992582900522340E-01  0.100000000000000000E+01  0.107530107007906617E+01
  0.154897160126302258E+01  0.181091767184045321E+00  0.934947415217636524E-01  0.100000000000000000E+01  0.107534858855276094E+01
  0.154894037264451923E+01  0.181088686215838957E+00  0.934902248273022651E-01  0.100000000000000000E+01  0.107539615999821558E+01
  0.154890914402749535E+01  0.181085604972585218E+00  0.934857082066443967E-01  0.100000000000000000E+01  0.107544378449885958E+01
  0.154887791541195319E+01  0.181082523453713479E+00  0.934811916597661219E-01  0.100000000000000000E+01  0.107549146213830382E+01
  0.154884668679789517E+01  0.181079441658651558E+00  0.934766751866435014E-01  0.100000000000000000E+01  0.107553919300030376E+01
  0.154881545818532329E+01  0.181076359586825636E+00  0.934721587872524712E-01  0.100000000000000000E+01  0.107558697716879581E+01
  0.154878422957423978E+01  0.181073277237660951E+00  0.934676424615693002E-01  0.100000000000000000E+01  0.107563481472789158E+01
  0.154875300096464708E+01  0.181070194610580881E+00  0.934631262095697718E-01  0.100000000000000000E+01  0.107568270576184277E+01
  0.154872177235654718E+01  0.181067111705007278E+00  0.934586100312297247E-01  0.100000000000000000E+01  0.107573065035509496E+01
  0.154869054374994253E+01  0.181064028520360909E+00  0.934540939265252474E-01  0.100000000000000000E+01  0.107577864859223671E+01
  0.154865931514483535E+01  0.181060945056060685E+00  0.934495778954319567E-01  0.100000000000000000E+01  0.107582670055805352E+01
  0.154862808654122786E+01  0.181057861311524321E+00  0.934450619379258440E-01  0.100000000000000000E+01  0.107587480633747168E+01
  0.154859685793912227E+01  0.181054777286167812E+00  0.934405460539825677E-01  0.100000000000000000E+01  0.107592296601560333E+01
  0.154856562933852104E+01  0.181051692979405932E+00  0.934360302435779666E-01  0.100000000000000000E+01  0.107597117967773181E+01
  0.154853440073942616E+01  0.181048608390651677E+00  0.934315145066875463E-01  0.100000000000000000E+01  0.107601944740929656E+01
  0.154850317214184008E+01  0.181045523519316715E+00  0.934269988432869652E-01  0.100000000000000000E+01  0.107606776929591197E+01
  0.154847194354576523E+01  0.181042438364811376E+00  0.934224832533521038E-01  0.100000000000000000E+01  0.107611614542337009E+01
  0.154844071495120361E+01  0.181039352926544050E+00  0.934179677368582317E-01  0.100000000000000000E+01  0.107616457587762571E+01
  0.154840948635815767E+01  0.181036267203921963E+00  0.934134522937808687E-01  0.100000000000000000E+01  0.107621306074481193E+01
  0.154837825776662985E+01  0.181033181196350756E+00  0.934089369240956313E-01  0.100000000000000000E+01  0.107626160011122640E+01
  0.154834702917662215E+01  0.181030094903234601E+00  0.934044216277779976E-01  0.100000000000000000E+01  0.107631019406334572E+01
  0.154831580058813700E+01  0.181027008323976002E+00  0.933999064048032929E-01  0.100000000000000000E+01  0.107635884268781479E+01
  0.154828457200117686E+01  0.181023921457976106E+00  0.933953912551468840E-01  0.100000000000000000E+01  0.107640754607144351E+01
  0.154825334341574372E+01  0.181020834304634337E+00  0.933908761787841241E-01  0.100000000000000000E+01  0.107645630430123673E+01
